dataset,query_id,draw_id,dense_residual_norm,dense_angle_degrees,sparse_support_equal,sparse_support_retention,sparse_missing_documents,sparse_top20_overlap,sparse_top20_turnover,sparse_top100_overlap,sparse_relevant_rr_delta,sparse_relevant_mean_rank_gain,sparse_ranked_relevant_documents,dense_only_delta_ndcg,dense_only_delta_recall,dense_only_dense_depth_reduction_pct,dense_only_sparse_depth_reduction_pct,sparse_only_delta_ndcg,sparse_only_delta_recall,sparse_only_dense_depth_reduction_pct,sparse_only_sparse_depth_reduction_pct,proposed_delta_ndcg,proposed_delta_recall,proposed_dense_depth_reduction_pct,proposed_sparse_depth_reduction_pct
arguana,test-culture-ascidfakhba-con01a,1,0.0588910095393657,3.370313642534799,True,1.0,0,1.0,0.0,0.99,0.0018115942028985,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,-2.1739130434782705,0.0,0.0,0.0,4.347826086956519,4.347826086956519
arguana,test-culture-ascidfakhba-con01a,2,0.0565400943160057,3.236063382272675,True,1.0,0,1.0,0.0,1.0,0.0037878787878787,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782594,4.347826086956519,0.0,0.0,6.521739130434778,6.521739130434778
arguana,test-culture-ascidfakhba-con02a,0,0.068258561193943,3.904870424030296,True,1.0,0,0.95,0.05,0.95,0.0,0.0,1,0.0,0.0,-8.163265306122458,-8.333333333333325,0.0,0.0,-4.081632653061229,-4.166666666666674,0.0,0.0,-12.244897959183664,-12.5
arguana,test-culture-ascidfakhba-con02a,1,0.062055055052042,3.5509394019362897,True,1.0,0,1.0,0.0,0.96,0.0018115942028985,1.0,1,0.0,0.0,-12.244897959183664,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,-4.081632653061229,-4.166666666666674
arguana,test-culture-ascidfakhba-con02a,2,0.0622382052242755,3.5613927607929967,True,1.0,0,1.0,0.0,0.97,0.0018115942028985,1.0,1,0.0,0.0,-4.081632653061229,-4.166666666666674,0.0,0.0,-4.081632653061229,-4.166666666666674,0.0,0.0,-4.081632653061229,-4.166666666666674
arguana,test-culture-ascidfakhba-con03a,0,0.0626623332500457,3.585599100685518,True,1.0,0,0.95,0.05,0.93,-0.0069444444444444,-2.0,1,0.0,0.0,-1.7857142857142794,-1.7857142857142794,0.0,0.0,10.71428571428571,10.71428571428571,-0.0178684565476045,0.0,1.7857142857142905,1.7857142857142905
arguana,test-culture-ascidfakhba-con03a,1,0.0661178827285766,3.782769821977609,True,1.0,0,0.95,0.05,0.94,-0.0098684210526315,-3.0,1,0.0,0.0,5.35714285714286,5.35714285714286,0.0,0.0,8.92857142857143,8.92857142857143,-0.0178684565476045,0.0,12.5,12.5
arguana,test-culture-ascidfakhba-con03a,2,0.058973878622055,3.3750452581652812,True,1.0,0,0.95,0.05,0.93,0.0041666666666666,1.0,1,0.0,0.0,5.35714285714286,5.35714285714286,0.0,0.0,1.7857142857142905,1.7857142857142905,0.0,0.0,10.71428571428571,10.71428571428571
arguana,test-culture-ascidfakhba-con04a,0,0.0643554702401161,3.682218976908727,True,1.0,0,0.95,0.05,0.91,0.0004432624113475,1.0,1,0.0,0.0,4.444444444444439,4.444444444444439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana,test-culture-ascidfakhba-con04a,1,0.0654159039258956,3.742722616440217,True,1.0,0,1.0,0.0,0.94,-0.0004251700680272,-1.0,1,0.0,0.0,4.444444444444439,4.444444444444439,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444439,4.444444444444439
arguana,test-culture-ascidfakhba-con04a,2,0.0626884028315544,3.5870869331733566,True,1.0,0,0.95,0.05,0.91,0.0004432624113475,1.0,1,0.0,0.0,4.444444444444439,4.444444444444439,0.0,1.0,-4.444444444444451,-4.444444444444451,0.0,0.0,-2.2222222222222143,-2.2222222222222143
arguana,test-culture-ascidfakhba-pro01a,0,0.0597932562232017,3.421827161874732,True,1.0,0,0.95,0.05,0.94,0.0238095238095238,1.0,1,0.0,0.0,-3.773584905660377,-3.8461538461538542,0.0,0.0,11.32075471698113,9.615384615384617,0.0,0.0,11.32075471698113,9.615384615384617
arguana,test-culture-ascidfakhba-pro01a,1,0.0555427372455596,3.1790979440814167,True,1.0,0,1.0,0.0,0.97,0.0238095238095238,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.547169811320753,7.692307692307687,0.0,0.0,7.547169811320753,7.692307692307687
arguana,test-culture-ascidfakhba-pro01a,2,0.0546578727662563,3.1285524056933216,True,1.0,0,1.0,0.0,0.94,0.0238095238095238,1.0,1,0.0,0.0,-1.8867924528301885,-1.923076923076916,0.0,0.0,16.981132075471695,15.384615384615383,0.0,0.0,18.867924528301884,17.307692307692314
arguana,test-culture-ascidfakhba-pro02a,0,0.0594014786183834,3.3994594057227165,True,1.0,0,0.95,0.05,0.96,0.0026315789473684,1.0,1,0.0,0.0,0.0,0.0,0.0119651693460933,0.0,0.0,0.0,0.0119651693460933,0.0,0.0,0.0
arguana,test-culture-ascidfakhba-pro02a,1,0.062888778746128,3.598522543525017,True,1.0,0,1.0,0.0,0.97,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119651693460933,0.0,0.0,0.0
arguana,test-culture-ascidfakhba-pro02a,2,0.0703477784991264,4.0240015372788625,True,1.0,0,1.0,0.0,0.97,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana,test-culture-ascidfakhba-pro03a,0,0.0682499259710311,3.904377956432416,True,1.0,0,1.0,0.0,0.98,0.009090909090909,1.0,1,-0.0551771914440409,0.0,1.6666666666666718,1.6949152542372836,0.0,0.0,0.0,0.0,-0.0228738537746888,0.0,1.6666666666666718,1.6949152542372836
arguana,test-culture-ascidfakhba-pro03a,1,0.0627019703388214,3.587861250479735,True,1.0,0,1.0,0.0,0.96,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana,test-culture-ascidfakhba-pro03a,2,0.0698518678545951,3.995726892088004,True,1.0,0,1.0,0.0,0.97,0.0,0.0,1,0.0,0.0,1.6666666666666718,1.6949152542372836,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666718,1.6949152542372836
arguana,test-culture-ascidfakhba-pro04a,0,0.072601594030857,4.152479256537528,True,1.0,0,0.95,0.05,0.95,-0.0019550342130987,-2.0,1,0.2890648263178879,0.0,-1.49253731343284,-1.49253731343284,0.0,0.0,1.49253731343284,1.49253731343284,0.0,0.0,1.49253731343284,1.49253731343284
arguana,test-culture-ascidfakhba-pro04a,1,0.067602701485157,3.8674650418599943,True,1.0,0,1.0,0.0,0.94,-0.0028462998102466,-3.0,1,0.2890648263178879,0.0,1.49253731343284,1.49253731343284,0.0,0.0,1.49253731343284,1.49253731343284,0.0,0.0,1.49253731343284,1.49253731343284
arguana,test-culture-ascidfakhba-pro04a,2,0.0730444490909576,4.177719130106067,True,1.0,0,1.0,0.0,0.96,0.0010752688172043,1.0,1,0.2890648263178879,0.0,-1.49253731343284,-1.49253731343284,0.0,0.0,1.49253731343284,1.49253731343284,0.3010299956639812,0.0,0.0,0.0
arguana,test-culture-cgeeghwmeo-con01a,0,0.0729207172989845,4.170667381482215,True,1.0,0,0.9,0.0999999999999999,0.87,0.0,0.0,1,0.0,0.0,12.727272727272732,12.962962962962964,0.0,0.0,1.8181818181818188,1.851851851851849,0.0,0.0,10.909090909090914,11.111111111111116
arguana,test-culture-cgeeghwmeo-con01a,1,0.0752154439687728,4.301428114751886,True,1.0,0,1.0,0.0,0.94,0.0,0.0,1,0.0,0.0,10.909090909090914,11.111111111111116,0.0,0.0,3.6363636363636376,3.703703703703709,0.0,0.0,10.909090909090914,11.111111111111116
arguana,test-culture-cgeeghwmeo-con01a,2,0.076522022485733,4.375861097963762,True,1.0,0,1.0,0.0,0.93,0.0,0.0,1,0.0,0.0,10.909090909090914,11.111111111111116,0.0,0.0,7.272727272727275,7.4074074074074066,0.0,0.0,12.727272727272732,12.962962962962964
arguana,test-culture-cgeeghwmeo-con02a,0,0.0841399431228637,4.809535227531725,True,1.0,0,0.95,0.05,0.91,0.0047619047619047,1.0,1,0.0178684565476045,0.0,-11.363636363636353,-11.363636363636353,0.0407423103222934,0.0,-11.363636363636353,-11.363636363636353,0.0178684565476045,0.0,-15.909090909090915,-15.909090909090915
