dataset,query_id,dense_residual_norm,dense_angle_degrees,sparse_support_retention,sparse_missing_documents,sparse_top20_overlap,sparse_top20_turnover,sparse_top100_overlap,sparse_relevant_rr_delta,sparse_relevant_mean_rank_gain,sparse_ranked_relevant_documents,dense_only_delta_ndcg,dense_only_delta_recall,dense_only_dense_depth_reduction_pct,dense_only_sparse_depth_reduction_pct,sparse_only_delta_ndcg,sparse_only_delta_recall,sparse_only_dense_depth_reduction_pct,sparse_only_sparse_depth_reduction_pct,proposed_delta_ndcg,proposed_delta_recall,proposed_dense_depth_reduction_pct,proposed_sparse_depth_reduction_pct,sparse_support_equal
scidocs,252fb9f343399a7fae9f771f5387686708fc9610,0.2411594490210215,13.548116145498517,1.0,0.0,0.75,0.24999999999999997,0.7399999999999999,-0.005067629774725633,-182.33333333333334,4.0,-0.009908848220243066,0.0,31.862745098039216,32.098765432098766,-0.0196114090167198,0.0,-36.51960784313726,-36.79012345679013,-0.05364387405769033,0.0,21.078431372549023,20.98765432098765,True
scidocs,2561aa198e3a7a0b507122f543acafa80481e1b9,0.2070408066113789,11.69711557327831,1.0,0.0,0.7999999999999999,0.19999999999999996,0.82,0.009559772706511633,46.44444444444445,3.0,0.0,0.0,6.481481481481481,6.481481481481481,0.0,0.0,18.98148148148148,19.90740740740741,0.0,0.0,18.981481481481477,19.444444444444443,True
scidocs,25b1b8f72d025f23f61cf6c94749c86a7e2449a3,0.1975527058045069,11.171628227762135,1.0,0.0,0.8666666666666667,0.1333333333333333,0.8099999999999999,-0.015026412035745167,10.666666666666666,5.0,0.0,0.0,-66.2037037037037,-67.13615023474178,0.07614528926941873,0.0,-16.666666666666675,-16.901408450704224,0.0616224445544448,0.0,-59.259259259259245,-60.09389671361502,True
scidocs,25dbf9b12475454585d5050c5cf446e1c4f6dd27,0.2213773926099141,12.48226836456569,1.0,0.0,0.7999999999999999,0.19999999999999996,0.81,-0.0034617813858768332,607.9166666666666,4.0,0.005833048733863366,0.0,36.170212765957444,36.170212765957444,-0.05545177881192279,0.0,30.496453900709216,30.496453900709216,-0.050447073503084465,0.0,44.56264775413712,44.56264775413712,True
scidocs,25e6ff6c5b3b03a3be4edaa55f5d8fa25ab920ee,0.24801498651504517,13.84891951420922,1.0,0.0,0.85,0.14999999999999994,0.8066666666666666,0.029134790018110732,10.5,4.0,0.041050398123455,0.08333333333333333,-12.560386473429956,-13.235294117647063,0.08099060822654523,0.0,5.31400966183575,5.392156862745101,0.12556996697522524,0.16666666666666666,15.942028985507243,15.686274509803917,True
scidocs,25ffe3b737f0e5c3335918ba1b3ada43888d3885,0.20441894729932145,11.552742791579773,1.0,0.0,0.9666666666666667,0.03333333333333333,0.7633333333333333,0.022014390390018068,4.0,4.0,-0.17935809337529962,0.0,23.310023310023308,23.391812865497077,-0.041724646846362866,0.0,35.780885780885775,35.90643274853801,-0.1945816879367487,0.0,44.988344988344984,45.146198830409354,True
scidocs,26825e78a84242504048b39d0ba21c859e52dc46,0.2341753592093785,13.179405769307467,1.0,0.0,0.85,0.15,0.8333333333333334,0.0014832247812845666,-657.5333333333333,5.0,0.0,0.0,58.43911612599906,58.43911612599906,0.0,0.06666666666666667,22.9901269393512,22.9901269393512,0.0,0.0,55.007052186177724,55.007052186177724,True
scidocs,26832c916189cf7bed032d48eb0b6329dc37fcfd,0.30379928151766455,16.892215138860443,1.0,0.0,0.65,0.3499999999999999,0.7766666666666667,1.5167935669092375e-05,1039.1666666666667,2.0,0.0,0.0,-22.167487684729064,-22.60726072607261,0.0,0.0,18.555008210180624,18.64686468646865,0.0,0.0,5.090311986863713,4.620462046204614,True
scidocs,26b90ccf7541fd2cd4235118493e1e49d358c351,0.17694455881913498,10.034104859894734,1.0,0.0,0.8333333333333334,0.16666666666666663,0.77,1.091115947009998e-05,7.8,5.0,0.0,0.06666666666666667,-6.709956709956711,-6.709956709956711,0.0,0.06666666666666667,-6.709956709956706,-6.709956709956706,0.0,0.06666666666666667,11.904761904761907,11.904761904761907,True
scidocs,26ebc1b9e21db68d5abf01acd2a0c38d260c65a1,0.1625558684269587,9.232121307649509,1.0,0.0,0.7999999999999999,0.19999999999999996,0.79,0.002290914386233345,17.25,4.0,0.0,-0.13333333333333333,10.588235294117647,10.714285714285714,0.0,-0.13333333333333333,-1.5686274509803955,-1.9841269841269848,0.0,-0.06666666666666667,17.254901960784313,16.26984126984127,True
scidocs,271a4077c037b86fb7daf6bff3e66682322ff7d7,0.29475584626197815,16.422893937639802,1.0,0.0,0.7000000000000001,0.3,0.7200000000000001,0.00012892243321813366,1285.75,4.0,0.0,0.0,22.23275978864652,22.23577235772358,0.0,0.0,9.49735808156077,9.498644986449863,0.0,0.0,84.9613873458881,84.9683830171635,True
scidocs,2747421989619d293c05b0b82a547009128ebadb,0.17249922454357144,9.786948862623605,1.0,0.0,0.7833333333333333,0.2166666666666666,0.8166666666666668,0.014972016901716833,-498.8333333333333,4.0,-0.0051719339610813994,0.0,-17.217630853994496,-17.217630853994496,0.0034645916042825003,0.0,0.0,0.0,0.0034645916042825003,0.0,0.4132231404958671,0.5509641873278225,True
scidocs,27b2c6ba78c48af54239366f346b57227cccb666,0.2952337861061096,16.448079089822187,1.0,0.0,0.6833333333333332,0.31666666666666665,0.8066666666666666,0.0012708107420181,107.66666666666667,2.0,0.0,0.0,-25.675675675675674,-26.027397260273982,0.0,0.0,21.171171171171167,20.547945205479454,0.0,0.0,9.45945945945946,9.1324200913242,True
scidocs,27efc45254159de1a18554ba8cb603ee70a1f266,0.276161253452301,15.435426535462609,1.0,0.0,0.48333333333333334,0.5166666666666667,0.6366666666666667,0.0005294426382138,561.6,5.0,0.0,0.0,-6.25,-6.25,0.0,0.0,52.529761904761905,52.529761904761905,0.0,0.0,52.67857142857142,52.67857142857142,True
scidocs,27fb7f79c74af0de19b3a9691268f9ca32bdda82,0.14034513135751087,7.988749047269039,1.0,0.0,0.8166666666666668,0.18333333333333335,0.7433333333333333,-0.03140252034747237,-16.4,5.0,0.0,0.0,-38.81856540084388,-39.70276008492569,-0.06614093335106226,0.0,7.594936708860755,7.218683651804668,-0.0162562666457713,-0.06666666666666667,-4.008438818565403,-4.670912951167726,True
scidocs,280c96ea1644257069e16660a6a3a3a53f25858e,0.24540129303932187,13.783671963022533,1.0,0.0,0.6166666666666667,0.3833333333333333,0.6966666666666667,-0.0043912239954736,-571.4166666666666,4.0,0.0,0.0,6.497175141242935,6.267806267806271,0.0,-0.13333333333333333,-26.83615819209039,-27.63532763532764,0.0,-0.13333333333333333,-1.129943502824859,-1.994301994301999,True
scidocs,28115e594c25c99a253557ae96290a9e0d60d3e3,0.20139263073603306,11.386480678387814,1.0,0.0,0.7666666666666666,0.2333333333333333,0.77,0.004083700133791633,1.6666666666666667,2.0,0.0,0.0,-15.57788944723618,-15.617128463476071,0.0,0.0,17.8391959798995,17.71620486985726,0.0,0.0,18.090452261306535,18.052057094878254,True
scidocs,281b6888d5df1dddb350fac4e9be5c8272519109,0.1489932686090469,8.473449675478195,1.0,0.0,0.8833333333333333,0.11666666666666665,0.8966666666666666,-0.005539116531305666,-269.8666666666667,5.0,0.0034645916042825003,0.0,26.100628930817617,26.100628930817617,-0.007192023757950833,0.0,-25.94339622641509,-25.94339622641509,-0.0017073423567988994,0.0,22.32704402515723,22.32704402515723,True
