dataset,query_id,dense_angle_degrees,dense_residual_norm,sparse_top20_turnover,sparse_top100_overlap
arguana,test-digital-freedoms-eifpgdff-con02a,3.2879224745409616,0.05744815617799757,0.13333333333333322,0.92
arguana,test-digital-freedoms-eifpgdff-con03a,3.482646595643891,0.06085893511772154,0.05000000000000001,0.93
arguana,test-digital-freedoms-eifpgdff-pro01a,3.301181562096414,0.057680389533440235,0.08333333333333326,0.9133333333333334
arguana,test-digital-freedoms-eifpgdff-pro02a,5.473523728330302,0.09582434842983877,0.09999999999999996,0.9033333333333333
arguana,test-digital-freedoms-eifpgdff-pro03a,4.202084600719288,0.07347446183363593,0.08333333333333326,0.8833333333333333
arguana,test-digital-freedoms-phwnaccpdt-con01a,3.0854278134042707,0.0539031140506267,0.08333333333333326,0.91
arguana,test-digital-freedoms-phwnaccpdt-con02a,3.8745685953477618,0.06772854800025617,0.09999999999999996,0.9566666666666667
arguana,test-digital-freedoms-phwnaccpdt-con03a,2.9724441233885117,0.051925572256247166,0.0,0.92
arguana,test-digital-freedoms-phwnaccpdt-pro01a,3.3691558816800202,0.0588710283239682,0.0,0.9433333333333334
arguana,test-digital-freedoms-phwnaccpdt-pro02a,3.9906396303960094,0.06976271917422606,0.08333333333333326,0.9533333333333333
arguana,test-digital-freedoms-phwnaccpdt-pro03a,3.3006718567792537,0.05767164876063657,0.08333333333333326,0.9066666666666666
arguana,test-digital-freedoms-piidfaihbg-con01a,5.2013689565405725,0.09103151410818096,0.016666666666666666,0.8666666666666667
arguana,test-digital-freedoms-piidfaihbg-con02a,4.187311221350444,0.07321350773175553,0.05000000000000001,0.9066666666666667
arguana,test-digital-freedoms-piidfaihbg-con03a,4.644157028958059,0.08123530695835744,0.1333333333333333,0.8566666666666666
arguana,test-digital-freedoms-piidfaihbg-pro01a,4.52538565486395,0.07914756983518594,0.0333333333333333,0.9366666666666666
arguana,test-digital-freedoms-piidfaihbg-pro02a,4.197669139414868,0.07339589546124137,0.0,0.9066666666666666
arguana,test-digital-freedoms-piidfaihbg-pro03a,3.554234427093237,0.06211308141549423,0.0666666666666666,0.9400000000000001
arguana,test-digital-freedoms-piidfiphwu-con01a,3.81076125721184,0.06660881886879601,0.05000000000000001,0.9433333333333334
arguana,test-digital-freedoms-piidfiphwu-con02a,4.465843896859329,0.07810450096925096,0.06666666666666664,0.91
arguana,test-digital-freedoms-piidfiphwu-con03a,5.234400874872307,0.0916150535146395,0.09999999999999991,0.8733333333333334
arguana,test-digital-freedoms-piidfiphwu-pro01a,4.228120353378777,0.07393025606870647,0.06666666666666667,0.9199999999999999
arguana,test-digital-freedoms-piidfiphwu-pro02a,4.124325752801897,0.07210765282313027,0.0,0.92
arguana,test-digital-freedoms-piidfiphwu-pro03a,4.872751254998902,0.08525436619917547,0.11666666666666665,0.8266666666666667
arguana,test-economy-beghwbh-con01a,3.7889992123846827,0.06622975319623943,0.08333333333333326,0.9133333333333334
arguana,test-economy-beghwbh-con02a,3.703105741732445,0.06472167621056234,0.03333333333333333,0.92
arguana,test-economy-beghwbh-con03a,3.900515284635046,0.06818292041619613,0.03333333333333333,0.89
arguana,test-economy-beghwbh-con04a,4.53998685007089,0.07940455029408133,0.16666666666666663,0.9033333333333333
arguana,test-economy-beghwbh-pro01a,3.8936963177365107,0.06806804363926246,0.05000000000000001,0.9166666666666666
arguana,test-economy-beghwbh-pro02a,3.523657115261409,0.0615801277259985,0.05000000000000001,0.9333333333333332
